match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,stat_accurateCross,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,player_lastName,player_sofascoreId,stat_bigChanceCreated,captain,stat_goals,stat_blockedScoringAttempt,stat_totalOffside
14025148,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025148,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,15479,EUR,482630400,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lukasz.fabianski,,,,,
14025148,home,West Ham United,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025148,home,West Ham United,Freddie Potts,freddie-potts,F. Potts,M,32,183,468,M,1089582,EUR,1063324800,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Freddie Potts,,,,,,,,,,,
14025148,home,West Ham United,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9883,M,132645,EUR,729216000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,niclas.fuellkrug24,,,,,
14025148,away,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,553606,EUR,844646400,G,1,1,False,37.0,32.0,5.0,,0.0,32.0,34.0,,3.0,,1.0,2.0,9.0,4.0,4.0,1.0,90.0,50.0,7.6,6.0,0.0001043,0.3078,0,0.2859,0.07,0.02,0.43,0.31,,,,,,,,,,1.0,,,,,,,,,,,,,,,guglielmovicario,,,,,
14025148,away,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,913654,EUR,937180800,D,23,23,False,50.0,38.0,9.0,3.0,0.0,20.0,21.0,18.0,29.0,1.0,4.0,1.0,5.0,,,,90.0,67.0,7.3,19.0,0.367553,,0,,0.42,0.16,-0.04,,6.0,,3.0,2.0,,,,3.0,2.0,,2.0,,1.0,,,1.0,,,,2.0,,2.0,,,pedroporro29,1.0,,,,
14025148,away,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,829932,EUR,893635200,D,17,17,False,81.0,75.0,4.0,3.0,1.0,52.0,57.0,23.0,24.0,1.0,2.0,2.0,4.0,,,,90.0,88.0,7.7,6.0,0.138855,,1,,0.56,0.24,0.25,,,2.0,2.0,,,,,1.0,1.0,,2.0,,,,,,0.0672,-0.66,,,1.0,,0.143,,cutiromero2,1.0,True,,,
14025148,away,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,998247,EUR,987638400,D,37,37,False,57.0,52.0,3.0,,0.0,38.0,40.0,14.0,17.0,1.0,3.0,4.0,2.0,,,,80.0,66.0,7.8,6.0,0.00445621,,1,,0.03,0.09,0.16,,1.0,3.0,4.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,0.087,0.51,,,1.0,,0.7779,,mickyvdven,,,1.0,,
14025148,away,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,945798,EUR,965779200,D,24,24,False,42.0,31.0,2.0,1.0,0.0,14.0,16.0,17.0,26.0,,4.0,,3.0,,,,71.0,71.0,6.3,22.0,0.00967539,,0,,-0.3,0.06,-0.06,,4.0,,7.0,,3.0,6.0,3.0,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,
14025148,away,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,1002711,EUR,1031961600,M,29,29,False,53.0,47.0,3.0,2.0,0.0,19.0,21.0,28.0,32.0,2.0,2.0,1.0,5.0,,,,90.0,63.0,7.4,10.0,0.0280986,,2,,-0.2,0.14,0.0,,,2.0,4.0,,1.0,,,,,,,,1.0,,,1.0,0.2787,0.46,,,1.0,3.0,0.6664,,pape,,,1.0,1.0,
14025148,away,Tottenham Hotspur,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,6,6,False,64.0,58.0,3.0,2.0,0.0,22.0,23.0,36.0,41.0,3.0,11.0,,1.0,,,,90.0,79.0,7.3,8.0,0.027866,,3,,0.19,0.11,-0.04,,,2.0,4.0,2.0,,,,6.0,3.0,2.0,,,,,2.0,,0.2151,-0.55,,,,1.0,,,Palhinha,,,,1.0,
14025148,away,Tottenham Hotspur,Lucas Bergvall,bergvall-lucas,L. Bergvall,M,15,186,9218,M,1391251,EUR,1138838400,M,15,15,False,25.0,23.0,2.0,2.0,1.0,6.0,6.0,17.0,19.0,1.0,4.0,,3.0,,,,80.0,40.0,8.3,8.0,0.0622404,,1,,0.02,0.16,-0.03,,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,0.1222,0.51,,,1.0,,0.2375,,lucasbergvall,,,1.0,,
14025148,away,Tottenham Hotspur,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,905163,EUR,965174400,F,20,20,False,24.0,19.0,4.0,3.0,0.0,4.0,5.0,15.0,19.0,1.0,5.0,,3.0,,,,90.0,53.0,7.0,22.0,0.106987,,4,,0.37,0.06,-0.02,,10.0,1.0,6.0,,2.0,7.0,4.0,,,,2.0,,,1.0,1.0,,0.4674,0.05,,2.0,1.0,3.0,0.4022,,Kudus,,,,2.0,2.0
14025148,away,Tottenham Hotspur,Mathys Tel,mathys-tel,M. Tel,F,11,183,11348,M,1048888,EUR,1114560000,F,11,11,False,12.0,9.0,1.0,1.0,0.0,3.0,5.0,6.0,7.0,1.0,3.0,,1.0,,,,79.0,20.0,6.3,6.0,0.00438248,,1,,-0.07,0.15,-0.01,,,7.0,7.0,,,1.0,1.0,,,1.0,,,,,,,0.0204,-0.19,,,,3.0,,,m.tel14,,,,1.0,1.0
14025148,away,Tottenham Hotspur,Xavi Simons,xavi-simons,X. Simons,M,7,179,51062,M,997183,EUR,1050883200,F,7,7,False,32.0,27.0,4.0,4.0,1.0,10.0,10.0,17.0,22.0,1.0,4.0,,2.0,,,,71.0,51.0,7.2,13.0,0.075045,,1,,-0.28,0.29,0.16,,7.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,0.0306,-0.03,,1.0,,2.0,,,XaviSimons,,,,,
14025148,away,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,983572,EUR,1038441600,D,13,13,True,18.0,17.0,,,0.0,4.0,4.0,13.0,14.0,1.0,3.0,,1.0,,,,19.0,23.0,6.8,2.0,0.0126192,,0,,-0.17,0.19,-0.04,,1.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,udogiethree,,,,,
14025148,away,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,840217,EUR,863222400,F,9,9,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,19.0,2.0,6.4,,0.00034352,,0,,-0.04,-0.45,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,Richarlison,,,,,
14025148,away,Tottenham Hotspur,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,F,28,28,True,13.0,13.0,,,0.0,1.0,1.0,12.0,12.0,,1.0,,,,,,11.0,14.0,6.6,,0.00648308,,0,,-0.03,-0.11,0.14,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14025148,away,Tottenham Hotspur,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,True,20.0,19.0,2.0,2.0,0.0,9.0,9.0,10.0,11.0,,,,,,,,10.0,20.0,6.8,1.0,0.00214138,,0,,0.08,0.07,0.13,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025148,away,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,1085180,EUR,990576000,F,22,22,True,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,1.0,,1.0,,,,10.0,9.0,6.7,2.0,0.0459334,,0,,0.16,0.07,0.13,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,brenjohnson_,,,,,1.0
14025148,away,Tottenham Hotspur,Antonín Kinský,antonin-kinsky,A. Kinský,G,31,190,3150,M,1031251,EUR,1047513600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025148,away,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,94758,EUR,735609600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025148,away,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,791190,EUR,867196800,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rodrigo_bentancur,,,,,
14025148,away,Tottenham Hotspur,Randal Kolo Muani,randal-kolo-muani,R. K. Muani,F,39,187,23659,M,871706,EUR,912816000,F,39,39,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RKM,,,,,
