match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_unsuccessfulTouch,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_errorLeadToAGoal,stat_lastManTackle,stat_bigChanceMissed
10388287,home,1. FSV Mainz 05,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1365,M,343971,EUR,762134400,F,17,17,False,23.0,12.0,,,5.0,6.0,8.0,20.0,6.0,7.0,1.0,2.0,,,,,,,77.0,39.0,7.3,19.0,0.8772,0.784575,0.0145187,3,,,,,3.0,3.0,6.0,1.0,,,,,,1.0,5.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,
10388287,home,1. FSV Mainz 05,Aarón Martín,aaron-martin,A. Martín,D,3,180,1160,M,797286,EUR,861667200,D,3,3,True,10.0,6.0,4.0,3.0,4.0,4.0,2.0,8.0,,3.0,1.0,7.0,,,,,,,45.0,24.0,6.8,6.0,0.0744,0.528527,0.00455796,2,,,,,2.0,1.0,7.0,4.0,1.0,1.0,,,,2.0,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
10388287,home,1. FSV Mainz 05,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,6,6,True,6.0,4.0,,,3.0,3.0,1.0,4.0,1.0,1.0,,2.0,,,,,,,26.0,11.0,6.6,4.0,0.0,0.0,0.00017433,0,,,,,1.0,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10388287,home,1. FSV Mainz 05,Aymen Barkok,aymen-barkok,A. Barkok,M,6,188,1379,M,856594,EUR,895708800,M,4,4,True,7.0,5.0,,,1.0,1.0,4.0,6.0,,1.0,,1.0,,,,,,,13.0,12.0,6.4,5.0,0.0,0.0,0.00727832,0,,,,,,,3.0,,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,
10388287,home,1. FSV Mainz 05,Marcus Ingvartsen,marcus-ingvartsen,M. Ingvartsen,F,7,182,364,M,280721,EUR,820713600,F,11,11,True,5.0,2.0,,,2.0,4.0,,1.0,,,,,,,,,,,13.0,6.0,6.4,3.0,0.1097,0.0,2.257e-05,1,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
10388287,home,1. FSV Mainz 05,Alexander Hack,alexander-hack,A. Hack,D,42,186,103,M,142208,EUR,747446400,D,42,42,True,6.0,4.0,3.0,1.0,3.0,4.0,1.0,2.0,,1.0,,4.0,,,,,,,12.0,9.0,6.8,2.0,0.0,0.0,0.00014763,0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10388287,home,1. FSV Mainz 05,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388287,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388287,home,1. FSV Mainz 05,Delano Burgzorg,delano-burgzorg,D. Burgzorg,M,11,185,220,M,914276,EUR,910396800,F,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388287,home,1. FSV Mainz 05,Nelson Weiper,nelson-weiper,N. Weiper,F,44,192,1136,M,1152505,EUR,1111017600,F,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Nelson Weiper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388287,away,FC Bayern München,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12744,M,16206,EUR,598320000,G,27,27,False,52.0,39.0,20.0,8.0,38.0,44.0,1.0,8.0,1.0,1.0,,7.0,1.0,1.0,1.0,,1.0,1.0,90.0,60.0,5.7,14.0,0.0,0.0,0.00035307,0,-0.60906,,,,,,,,,,,,,,,,,,,,,,,,,,,,yannsommer,1.0,,
10388287,away,FC Bayern München,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9022,M,927407,EUR,954633600,D,44,44,False,103.0,94.0,7.0,4.0,57.0,61.0,37.0,42.0,2.0,4.0,2.0,4.0,,,,,,,90.0,120.0,6.3,11.0,0.0,0.0,0.037509,0,,,,,,1.0,3.0,,1.0,,,1.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,,2.0,,,josip_stanisic,,,
10388287,away,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,798583,EUR,909446400,D,2,2,False,108.0,103.0,3.0,2.0,70.0,73.0,33.0,35.0,2.0,3.0,,6.0,,,,,,,90.0,116.0,6.2,7.0,0.0,0.0,0.0257232,0,,,,,,5.0,7.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,Upamecano,,,
10388287,away,FC Bayern München,Matthijs de Ligt,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,803031,EUR,934416000,D,4,4,False,88.0,82.0,4.0,4.0,43.0,47.0,39.0,41.0,5.0,9.0,2.0,12.0,,,,,,,90.0,99.0,6.8,6.0,0.0665,0.0,0.0390285,1,,,,,,5.0,6.0,1.0,,3.0,,,2.0,,,,,,,1.0,,1.0,,,,,,,mdeligt,,1.0,
10388287,away,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,259117,EUR,792201600,M,6,6,False,81.0,73.0,4.0,2.0,30.0,31.0,45.0,57.0,,7.0,,4.0,,,,,,,75.0,108.0,7.2,19.0,0.0,0.0,0.118886,0,,,,,7.0,1.0,4.0,,,2.0,2.0,3.0,1.0,1.0,3.0,,2.0,1.0,1.0,4.0,,,,,,1.0,2.0,,Jok_32,,,
10388287,away,FC Bayern München,João Cancelo,joao-cancelo,J. Cancelo,D,2,182,90247,M,138892,EUR,769996800,M,22,22,False,58.0,53.0,2.0,1.0,18.0,20.0,37.0,43.0,,8.0,,8.0,,,,,,,90.0,86.0,7.2,14.0,0.0636,0.0,0.456753,1,,,,1.0,5.0,,4.0,,,3.0,1.0,,1.0,1.0,2.0,,1.0,7.0,5.0,,,1.0,,,,,2.0,1.0,JCancelo,,,1.0
10388287,away,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,184661,EUR,792028800,M,8,8,False,70.0,59.0,3.0,2.0,27.0,33.0,32.0,38.0,1.0,5.0,1.0,6.0,,,,,,,90.0,87.0,7.0,15.0,0.0458,0.0,0.0877683,1,,,,,1.0,,2.0,1.0,3.0,1.0,,,,,2.0,,1.0,,,3.0,,1.0,,,,,,,leon_goretzka,,,
10388287,away,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,1010231,EUR,1046217600,M,42,42,False,36.0,34.0,1.0,1.0,11.0,11.0,23.0,25.0,,6.0,,4.0,,,,,,,80.0,58.0,6.3,11.0,0.2474,0.0,0.0718801,2,,,,,,,4.0,,,,,,,1.0,4.0,,1.0,7.0,5.0,1.0,,1.0,,1.0,,,,,Bambi,,,1.0
10388287,away,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,843665,EUR,973123200,M,19,19,False,5.0,4.0,,,1.0,2.0,3.0,3.0,,2.0,,2.0,,,,,,,9.0,10.0,6.6,3.0,0.0461,0.0,0.0156607,1,,,,,,,1.0,,,,,,,,1.0,,,2.0,1.0,1.0,,,,1.0,,,,,ADavies19,,,
10388287,away,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,35166,EUR,621648000,F,25,25,False,44.0,30.0,1.0,,12.0,13.0,18.0,34.0,,2.0,,5.0,,,,,,,75.0,58.0,6.4,22.0,0.2605,0.0,0.130857,3,,,,,3.0,4.0,6.0,1.0,,,,,,,4.0,True,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,esmuellert,,,
10388287,away,FC Bayern München,Sadio Mané,sadio-mane,S. Mané,M,10,175,169423,M,217704,EUR,702864000,F,17,17,False,17.0,11.0,,,5.0,9.0,6.0,8.0,3.0,5.0,2.0,2.0,,,,,,,80.0,26.0,7.8,9.0,0.9632,0.982527,0.243699,1,,,,,,2.0,2.0,,,1.0,2.0,,1.0,,3.0,,,1.0,1.0,,2.0,,1.0,,1.0,,,1.0,SadioMané,,,
10388287,away,FC Bayern München,Noussair Mazraoui,noussair-mazraoui,N. Mazraoui,D,3,183,53749,M,847030,EUR,879465600,D,40,40,True,46.0,38.0,,,14.0,17.0,25.0,32.0,1.0,10.0,1.0,4.0,,,,,,,81.0,76.0,7.2,15.0,0.0,0.0,0.505651,0,,,,,3.0,,3.0,1.0,1.0,2.0,4.0,,2.0,1.0,1.0,,1.0,5.0,5.0,2.0,1.0,,,,,,1.0,2.0,nousmaz97,,,
10388287,away,FC Bayern München,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31069,M,904897,EUR,1021507200,M,38,38,True,12.0,11.0,,,5.0,5.0,6.0,7.0,1.0,3.0,,,,,,,,,15.0,16.0,6.6,3.0,0.0,0.0,0.0688523,0,,,,,,1.0,1.0,,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,ryanjiro,,,
10388287,away,FC Bayern München,Mathys Tel,mathys-tel,M. Tel,F,11,183,11316,M,1048888,EUR,1114560000,F,39,39,True,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,15.0,9.0,5.9,5.0,0.248,0.566201,0.00090724,1,,,,,,,3.0,,,1.0,,,1.0,,1.0,,1.0,2.0,,,,,1.0,,,,,,m.tel14,,,1.0
10388287,away,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41295,M,293519,EUR,821318400,F,10,10,True,8.0,6.0,,,2.0,2.0,4.0,6.0,1.0,1.0,,1.0,,,,,,,10.0,11.0,6.2,4.0,0.0,0.0,0.0103189,0,,,,,,,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,LeroySane,,,
10388287,away,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19183,M,187433,EUR,805680000,F,7,7,True,6.0,4.0,,,1.0,2.0,3.0,4.0,,3.0,,1.0,,,,,,,10.0,13.0,6.8,4.0,0.0,0.0,0.0131391,0,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,sergegnabry,,,
10388287,away,FC Bayern München,Sven Ulreich,sven-ulreich,S. Ulreich,G,26,192,2973,M,26768,EUR,586569600,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388287,away,FC Bayern München,Daley Blind,daley-blind,D. Blind,D,17,180,2817,M,44864,EUR,636940800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388287,away,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,280441,EUR,834624000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KingComan,,,
