match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_aerialLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_errorLeadToAGoal,stat_totalOffside,captain,stat_bigChanceCreated,stat_wonContest,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalAssist
10433972,away,Adana Demirspor,Henry Onyekuru,,,henry-onyekuru,H. Onyekuru,F,7,175,741,M,809220,EUR,865468800,M,7,7,False,10.0,6.0,,,1.0,2.0,5.0,9.0,2.0,,2.0,,,,,67.0,23.0,6.7,10.0,2,1.0,,5.0,,1.0,5.0,,1.0,,,1.0,3.0,,,1.0,,,1.0,,,2.0,,,2.0,,1.0,,,,
10433972,away,Adana Demirspor,Younès Belhanda,Younès,Belhanda,younes-belhanda,Y. Belhanda,M,10,177,1189,M,72999,EUR,635904000,F,10,10,False,42.0,33.0,4.0,4.0,18.0,20.0,16.0,25.0,3.0,,2.0,1.0,,,,87.0,58.0,8.9,13.0,4,3.0,1.0,3.0,,1.0,2.0,1.0,1.0,,,1.0,2.0,3.0,,1.0,,1.0,2.0,,,,,,2.0,,1.0,,,,2.0
10433972,away,Adana Demirspor,Semih Güler,,,semih-guler,S. Güler,D,6,184,112,M,325155,EUR,786153600,D,4,4,True,19.0,13.0,4.0,1.0,12.0,15.0,1.0,4.0,,,3.0,,,,,23.0,20.0,6.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433972,away,Adana Demirspor,Fredrik Gulbrandsen,,,fredrik-gulbrandsen,F. Gulbrandsen,F,8,178,352,M,51833,EUR,716083200,F,23,23,True,9.0,6.0,,,5.0,7.0,1.0,2.0,2.0,,,,,,,23.0,16.0,6.9,7.0,1,,,4.0,,1.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0
10433972,away,Adana Demirspor,Yusuf Sarı,,,yusuf-sari,Y. Sarı,M,7,168,562,M,896364,EUR,911520000,F,26,26,True,3.0,1.0,,,,1.0,1.0,2.0,,,,,,,,12.0,4.0,6.5,2.0,1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10433972,away,Adana Demirspor,Birkir Bjarnason,,,birkir-bjarnason,B. Bjarnason,M,,182,161,M,13270,EUR,580694400,M,8,8,True,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,3.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433972,away,Adana Demirspor,Britt Assombalonga,,,britt-assombalonga,B. Assombalonga,F,27,177,240,M,151512,EUR,723600000,F,9,9,True,,,,,,,,,,,,,,,,3.0,1.0,,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10433972,away,Adana Demirspor,Vedat Karakuş,,,vedat-karakus,V. Karakuş,G,1,185,49,M,847353,EUR,888624000,G,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433972,away,Adana Demirspor,İsmail Çokçalış,,,ismail-cokcalis,İ. Çokçalış,D,16,176,32,M,906050,EUR,961545600,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433972,away,Adana Demirspor,Abdurrahim Dursun,,,abdurrahim-dursun,A. Dursun,D,77,176,46,M,883275,EUR,912470400,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433972,away,Adana Demirspor,Gökhan Inler,,,gokhan-inler,G. Inler,M,,183,108,M,4252,EUR,457142400,M,88,88,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433972,away,Adana Demirspor,Artem Dzyuba,,,artem-dzyuba,A. Dzyuba,F,22,196,1188,M,19367,EUR,588211200,F,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
