match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_blockedScoringAttempt,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,player_sofascoreId
11368754,home,Almería,Anthony Lozano,,,anthony-lozano,A. Lozano,F,11,183,1489,M,169549,EUR,735696000,F,15,15,False,7.0,6.0,,,,,6.0,8.0,4.0,1.0,,1.0,1.0,,,,,,,66.0,21.0,6.3,7.0,0.00285944,2,,1.0,,8.0,2.0,11.0,1.0,,1.0,,,,3.0,2.0,2.0,0.2051,,,,,1.0,0.1673,,1.0,1.0,,
11368754,home,Almería,Gonzalo Melero,,,gonzalo-melero,G. Melero,M,16,183,159,M,789886,EUR,757468800,M,11,11,True,11.0,7.0,1.0,1.0,2.0,3.0,5.0,8.0,3.0,,,1.0,1.0,,,,,,,42.0,19.0,6.7,9.0,0.0341789,0,,,,,1.0,3.0,1.0,1.0,,,1.0,,4.0,1.0,1.0,,1.0,,,1.0,,,,,,,
11368754,home,Almería,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,24,24,True,7.0,5.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,,,3.0,3.0,,,,,,,24.0,15.0,6.8,3.0,0.00029131,0,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
11368754,home,Almería,Adrián Embarba,,,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,F,10,10,True,5.0,4.0,1.0,,1.0,1.0,3.0,5.0,1.0,2.0,,,1.0,,,,,,,24.0,11.0,6.2,6.0,0.00263143,0,,1.0,,2.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,,,1.0,,
11368754,home,Almería,Marko Milovanović,Marko,Milovanović,marko-milovanovic,M. Milovanović,F,9,196,376,M,1100957,EUR,1059955200,F,29,29,True,6.0,2.0,1.0,,1.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,24.0,10.0,6.0,6.0,0.00539917,1,,,,4.0,1.0,8.0,1.0,,1.0,,,,,,2.0,0.4701,,,,,,,,1.0,,1.0,
11368754,home,Almería,Diego Mariño,,,diego-marino,D. Mariño,G,1,187,90,M,69379,EUR,642211200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,home,Almería,Fernando Martínez,,,fernando-martinez,F. Martínez,G,13,185,172,M,139925,EUR,644976000,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,home,Almería,Paco Sanz,Paco Sanz,,sanz-paco,P. Sanz,D,26,188,10,M,1561756,EUR,1100476800,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,home,Almería,Alejandro Pozo,,,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,home,Almería,Jonathan Viera,,,jonathan-viera,J. Viera,M,21,171,424,M,129451,EUR,624931200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,home,Almería,Luka Romero,Luka Romero,,luka-romero,L. Romero,F,18,169,4732,M,1032022,EUR,1100736000,F,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lukaromero10
11368754,away,Athletic Club,Unai Simón,,,unai-simon,U. Simón,G,1,189,6832,M,797291,EUR,865987200,G,1,1,False,14.0,8.0,8.0,3.0,7.0,8.0,1.0,6.0,1.0,,,,9.0,1.0,3.0,4.0,,,,90.0,24.0,7.6,6.0,0.00014162,0,0.5829,,,,1.0,,,,,,,,,,,,,,,,,,,,,,unai_simon
11368754,away,Athletic Club,Óscar de Marcos,,,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,52663,EUR,608515200,D,18,18,False,40.0,33.0,3.0,1.0,12.0,14.0,21.0,33.0,8.0,2.0,,1.0,6.0,,,,,,,90.0,75.0,7.7,18.0,0.0170724,0,,7.0,,,1.0,3.0,,,,1.0,5.0,5.0,1.0,2.0,1.0,,,,,,,,True,,1.0,,
11368754,away,Athletic Club,Yeray Álvarez,,,yeray-alvarez,Y. Álvarez,D,5,183,811,M,807648,EUR,790905600,D,5,5,False,70.0,61.0,6.0,4.0,35.0,38.0,26.0,33.0,12.0,1.0,,4.0,4.0,,,,,,,90.0,83.0,7.5,13.0,0.0402981,0,,1.0,,1.0,10.0,4.0,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11368754,away,Athletic Club,Aitor Paredes,,,aitor-paredes,A. Paredes,D,4,186,1132,M,959872,EUR,956966400,D,4,4,False,63.0,58.0,7.0,5.0,31.0,33.0,27.0,30.0,6.0,,,1.0,2.0,,,,,,,90.0,73.0,7.7,6.0,0.0180548,1,,,,1.0,3.0,2.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,0.1466,,,,,1.0,0.3804,,,,,
11368754,away,Athletic Club,Yuri Berchiche,,,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,84531,EUR,634608000,D,17,17,False,61.0,55.0,1.0,,20.0,21.0,37.0,44.0,4.0,,,1.0,4.0,,,,,,,90.0,83.0,7.2,10.0,0.156733,1,,4.0,2.0,,4.0,4.0,1.0,,1.0,,,,,,3.0,0.0235,1.0,,,,,,,,,,
11368754,away,Athletic Club,Iñigo Ruiz de Galarreta,,,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,16,16,False,28.0,21.0,3.0,,10.0,10.0,11.0,20.0,4.0,,,3.0,7.0,,,,,,,66.0,47.0,6.6,14.0,0.0121064,1,,2.0,,1.0,,5.0,3.0,,1.0,,2.0,,2.0,2.0,1.0,0.0098,,,,,,,,,,,
11368754,away,Athletic Club,Mikel Vesga,,,mikel-vesga,M. Vesga,M,6,191,504,M,359742,EUR,734227200,M,6,6,False,46.0,34.0,11.0,8.0,16.0,21.0,19.0,27.0,2.0,,,1.0,6.0,,,,,,,66.0,57.0,7.0,15.0,0.292453,1,,2.0,1.0,,,5.0,,,,1.0,2.0,1.0,1.0,,2.0,0.0238,,1.0,,3.0,1.0,0.1618,,,,,
11368754,away,Athletic Club,Iñaki Williams,,,inaki-williams,I. Williams,M,9,186,20741,M,783374,EUR,771638400,M,9,9,False,30.0,23.0,,,7.0,7.0,16.0,28.0,5.0,5.0,3.0,1.0,5.0,,,,,,,90.0,49.0,7.2,18.0,0.135036,0,,5.0,,2.0,1.0,6.0,,,,,,,3.0,1.0,1.0,,2.0,1.0,,1.0,,,,,1.0,,IñakiWill
11368754,away,Athletic Club,Unai Gómez,,,unai-gomez,U. Gómez,M,20,183,803,M,1391375,EUR,1053820800,M,30,30,False,17.0,12.0,1.0,,4.0,5.0,9.0,15.0,1.0,1.0,,,3.0,,,,,,,45.0,27.0,6.7,11.0,0.222152,1,,3.0,1.0,,,2.0,1.0,,,,1.0,1.0,2.0,,,0.0171,2.0,,1.0,,,,,,,,
11368754,away,Athletic Club,Álex Berenguer,,,alex-berenguer,Á. Berenguer,M,7,175,1919,M,592012,EUR,804816000,M,7,7,False,23.0,14.0,3.0,1.0,3.0,5.0,12.0,26.0,5.0,2.0,1.0,,,,,,,,,74.0,46.0,6.5,22.0,0.0665388,1,,8.0,1.0,1.0,,6.0,3.0,,,,2.0,1.0,2.0,2.0,,0.0481,,,1.0,1.0,,,,,,,
11368754,away,Athletic Club,Asier Villalibre,,,asier-villalibre,A. Villalibre,F,12,183,829,M,355072,EUR,875577600,F,20,20,False,6.0,4.0,,,1.0,1.0,3.0,5.0,3.0,,,,,,,,,,,45.0,13.0,6.9,3.0,0.00144625,2,,,,2.0,,2.0,,,1.0,,1.0,,1.0,2.0,,0.133,,,,,1.0,0.0294,,,,,
11368754,away,Athletic Club,Raúl García,,,raul-garcia,R. García,M,22,184,373,M,4581,EUR,521424000,M,22,22,True,11.0,5.0,,,2.0,4.0,3.0,8.0,4.0,,,1.0,4.0,,,,,,,45.0,18.0,7.0,7.0,0.00160598,1,,1.0,,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,,1.0,3.0,0.0743,,,,,,,,,1.0,1.0,
11368754,away,Athletic Club,Iker Muniain,,,iker-muniain,I. Muniain,M,19,169,1079,M,71707,EUR,724723200,F,10,10,True,36.0,34.0,3.0,3.0,5.0,5.0,30.0,37.0,1.0,,,,,,,,,,,45.0,45.0,7.4,7.0,0.439141,1,,6.0,1.0,1.0,,1.0,,,,,,,,1.0,,0.0891,1.0,,,,1.0,0.0813,,,,,
11368754,away,Athletic Club,Ander Herrera,,,ander-herrera,A. Herrera,M,21,182,3084,M,82474,EUR,619056000,M,21,21,True,31.0,27.0,1.0,,7.0,7.0,20.0,25.0,5.0,,,,3.0,,,,,,,24.0,37.0,7.3,5.0,0.313563,1,,1.0,,2.0,2.0,2.0,,,,,2.0,2.0,,1.0,,0.0282,3.0,,1.0,,,,,,,,
11368754,away,Athletic Club,Oihan Sancet,,,oihan-sancet,O. Sancet,M,8,188,3356,M,966801,EUR,956620800,M,8,8,True,4.0,3.0,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,24.0,8.0,6.5,3.0,0.166854,1,,,,1.0,,3.0,1.0,,,,,,1.0,,1.0,0.0706,,,1.0,,,,,,,,
11368754,away,Athletic Club,Malcom Ares,,,malcom-ares,M. Ares,M,18,183,265,M,1391487,EUR,1002844800,F,23,23,True,10.0,8.0,,,1.0,1.0,7.0,12.0,2.0,1.0,,,1.0,,,,,,,16.0,19.0,6.7,7.0,0.0133991,0,,3.0,,1.0,,3.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,
11368754,away,Athletic Club,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,1014412,EUR,977788800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,away,Athletic Club,Imanol García de Albéniz,,,imanol-garcia-de-albeniz,I. G. d. Albéniz,D,19,177,202,M,1009662,EUR,960422400,D,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,away,Athletic Club,Íñigo Lekue,,,inigo-lekue,Í. Lekue,D,15,180,388,M,801837,EUR,736473600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,away,Athletic Club,Beñat Prados,,,benat-prados,B. Prados,M,24,179,600,M,1012409,EUR,981590400,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,away,Athletic Club,Mikel Jauregizar,,,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,1495844,EUR,1068681600,M,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368754,away,Athletic Club,Dani García,,,dani-garcia,D. García,M,14,180,701,M,298920,EUR,643507200,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
