match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_totalContest,stat_wonContest,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_goalAssist
10388234,home,1. FSV Mainz 05,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1365,M,343971,EUR,762134400,F,17,17,False,,22.0,12.0,,,4.0,6.0,8.0,16.0,6.0,11.0,8.0,,1.0,1.0,,,,,,90.0,32.0,7.1,10.0,0.1262,0.2933,0.0462537,1,,,,,10.0,,,,,,,,,1.0,2.0,,2.0,,,1.0,,1.0,1.0,1.0,,,
10388234,home,1. FSV Mainz 05,Karim Onisiwo,karim-onisiwo,K. Onisiwo,F,9,188,465,M,165413,EUR,700790400,F,9,9,True,,5.0,3.0,,,1.0,2.0,2.0,3.0,,3.0,1.0,,,1.0,,,,,,30.0,11.0,7.0,6.0,0.1534,0.5967,0.00072564,1,,,,,1.0,,,,,1.0,,,3.0,1.0,,,,1.0,,,,1.0,,,1.0,,
10388234,home,1. FSV Mainz 05,Aymen Barkok,aymen-barkok,A. Barkok,M,6,188,1379,M,856594,EUR,895708800,M,4,4,True,,13.0,7.0,,,3.0,5.0,4.0,10.0,,3.0,1.0,,1.0,4.0,,,,,,23.0,23.0,6.5,8.0,0.0,0.0,0.00503543,0,,,,2.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,
10388234,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,D,30,30,True,,19.0,12.0,4.0,,7.0,10.0,5.0,9.0,1.0,1.0,1.0,,,4.0,,,,,,23.0,32.0,6.6,10.0,0.0,0.0,0.0146343,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10388234,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,M,31,31,True,,14.0,12.0,,,8.0,8.0,4.0,6.0,,2.0,,,,1.0,,,,,,15.0,17.0,6.6,2.0,0.0,0.0,0.00751902,0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,
10388234,home,1. FSV Mainz 05,Nelson Weiper,nelson-weiper,N. Weiper,F,44,192,1136,M,1152505,EUR,1111017600,F,44,44,True,,5.0,4.0,,,3.0,4.0,1.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,15.0,9.0,6.2,2.0,0.3305,0.1281,0.00213811,1,,Nelson Weiper,,,2.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,
10388234,home,1. FSV Mainz 05,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388234,home,1. FSV Mainz 05,Alexander Hack,alexander-hack,A. Hack,D,42,186,103,M,142208,EUR,747446400,D,42,42,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388234,home,1. FSV Mainz 05,Maxim Leitsch,maxim-leitsch,M. Leitsch,D,5,188,95,M,842869,EUR,895449600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388234,home,1. FSV Mainz 05,Aarón Martín,aaron-martin,A. Martín,D,3,180,1160,M,797286,EUR,861667200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388234,away,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,,51.0,26.0,36.0,12.0,19.0,22.0,7.0,29.0,,,1.0,,,11.0,,1.0,2.0,4.0,,90.0,60.0,7.1,25.0,0.0,0.0,0.0137341,0,0.3951,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10388234,away,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,,40.0,21.0,14.0,5.0,9.0,16.0,12.0,29.0,1.0,4.0,4.0,1.0,2.0,4.0,,,,,,85.0,65.0,6.8,24.0,0.0,0.0,0.0280448,0,,,,5.0,2.0,,,,3.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,
10388234,away,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,,57.0,45.0,11.0,7.0,30.0,37.0,15.0,20.0,8.0,1.0,12.0,,8.0,5.0,,,,,,90.0,72.0,7.3,12.0,0.0,0.0,0.0130507,0,,,,,,,,1.0,,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,
10388234,away,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,,49.0,36.0,8.0,4.0,28.0,33.0,8.0,16.0,6.0,5.0,7.0,,6.0,7.0,,,,,,90.0,63.0,7.1,14.0,0.1393,0.0,0.00339141,1,,,,,4.0,,,,5.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,
10388234,away,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,M,25,25,False,,36.0,20.0,4.0,1.0,5.0,13.0,15.0,24.0,4.0,8.0,5.0,,2.0,6.0,,,,,,90.0,50.0,6.6,19.0,0.1366,0.0,0.0261392,1,,,,1.0,6.0,,1.0,1.0,,,,,2.0,2.0,1.0,,2.0,,,,,,,,,,
10388234,away,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,,37.0,28.0,,,14.0,18.0,14.0,20.0,4.0,2.0,7.0,,1.0,5.0,,,,,,89.0,47.0,7.0,10.0,0.0,0.0,0.025588,0,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,2.0,,1.0,,,,,,,,,,
10388234,away,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,,51.0,41.0,3.0,2.0,29.0,33.0,12.0,18.0,3.0,8.0,6.0,,,5.0,,,,,,90.0,64.0,6.7,13.0,0.0859,0.0,0.0118766,2,,,,,5.0,1.0,1.0,,4.0,1.0,,,1.0,2.0,2.0,,,,,,1.0,,,,,,
10388234,away,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,M,30,30,False,True,29.0,20.0,6.0,3.0,7.0,7.0,16.0,34.0,1.0,3.0,3.0,2.0,1.0,3.0,,,,,,90.0,59.0,6.8,20.0,0.0,0.0,0.207479,0,,,,12.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,,
10388234,away,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,F,42,42,False,,16.0,10.0,1.0,1.0,1.0,2.0,9.0,16.0,,9.0,5.0,,,2.0,,,,,,85.0,41.0,7.4,17.0,0.842,0.2187,0.0310244,3,,,,2.0,3.0,5.0,,,,1.0,1.0,,3.0,,2.0,,1.0,3.0,2.0,,1.0,2.0,,,1.0,doanritsu,
10388234,away,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,,26.0,15.0,1.0,1.0,5.0,5.0,10.0,21.0,13.0,13.0,15.0,,,5.0,,,,,,89.0,42.0,7.5,16.0,0.015,0.0,0.0821477,1,,,,,12.0,1.0,1.0,,,,,,4.0,,2.0,,2.0,,,,,,1.0,,,,1.0
10388234,away,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,F,32,32,False,,37.0,32.0,3.0,2.0,11.0,13.0,22.0,27.0,1.0,7.0,5.0,,1.0,7.0,,,,,,75.0,59.0,7.3,12.0,0.0452,0.5823,0.125124,2,,,,3.0,3.0,3.0,,,1.0,2.0,,,1.0,,1.0,1.0,2.0,2.0,1.0,,,2.0,,,,,
10388234,away,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,True,,2.0,,1.0,,,1.0,,1.0,,2.0,1.0,,1.0,1.0,,,,,,15.0,8.0,6.2,2.0,0.4736,0.1689,0.0,1,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,
10388234,away,SC Freiburg,Kenneth Schmidt,kenneth-schmidt,K. Schmidt,D,4,186,130,M,1063364,EUR,1023062400,D,35,35,True,,6.0,5.0,2.0,2.0,4.0,4.0,1.0,2.0,,1.0,,,,2.0,,,,,,12.0,6.0,6.3,1.0,0.0,0.0,0.00178077,0,,Kenneth Schmidt,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10388234,away,SC Freiburg,Noah Weißhaupt,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,F,33,33,True,,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,2.0,,,,,,12.0,7.0,6.5,2.0,0.0,0.0,0.0001177,0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
10388234,away,SC Freiburg,Yannik Keitel,yannik-keitel,Y. Keitel,M,14,186,246,M,877842,EUR,950572800,M,14,14,True,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,1.0,3.0,,,0.0,0.0,9.5e-07,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10388234,away,SC Freiburg,Nils Petersen,nils-petersen,N. Petersen,F,,188,136,,20826,EUR,597369600,F,18,18,True,,4.0,1.0,,,1.0,2.0,,2.0,1.0,,1.0,,,,,,,,,1.0,6.0,,4.0,0.0,0.0,2.036e-05,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10388234,away,SC Freiburg,Benjamin Uphoff,benjamin-uphoff,B. Uphoff,G,1,192,41,M,164959,EUR,744768000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388234,away,SC Freiburg,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388234,away,SC Freiburg,Merlin Röhl,merlin-rohl,M. Röhl,M,34,191,736,M,1064082,EUR,1025827200,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388234,away,SC Freiburg,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8489,M,355088,EUR,864259200,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,rolandsallai,
