match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_dispossessed,stat_blockedScoringAttempt,stat_wonTackle,captain,stat_goals,stat_totalOffside
13472695,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,F,10,10,False,31.0,23.0,,,0.0,4.0,5.0,26.0,1.0,3.0,,,,87.0,44.0,7.1,13.0,0.0254509,2,,,,19.0,1.0,,2.0,1.0,7.0,4.0,1.0,5.0,2.0,,2.0,,,,,0.141,0.122,2.0,1.0,1.0,,1.0,,,,,1.0,
13472695,home,Cruzeiro,Gabriel Barbosa,gabriel-barbosa,G. Barbosa,F,9,178,36944,M,Gabigol,358554,EUR,841363200,F,9,9,True,9.0,7.0,,,0.0,2.0,3.0,6.0,,2.0,,,,45.0,18.0,6.8,6.0,0.00419901,3,,,,5.0,,,,,4.0,1.0,1.0,3.0,1.0,,2.0,,,,1.0,0.2051,0.2226,,,1.0,1.0,,1.0,,,,,1.0
13472695,home,Cruzeiro,Eduardo,eduardo,Eduardo,M,21,184,1737,M,,76507,EUR,624585600,M,21,21,True,5.0,3.0,,,0.0,3.0,4.0,1.0,1.0,1.0,,,,17.0,8.0,6.4,3.0,8.018e-05,0,,,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,
13472695,home,Cruzeiro,Kauã Prates,kaua-prates-de-almeida,K. Prates,D,36,182,1703,M,,1887796,EUR,1218412800,D,36,36,True,2.0,2.0,,,0.0,1.0,1.0,1.0,,,,,,10.0,4.0,6.8,,0.00687654,0,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,
13472695,home,Cruzeiro,Luis Sinisterra,luis-sinisterra,L. Sinisterra,F,17,176,6578,M,Sinisterra29,836070,EUR,929577600,F,17,17,True,,,,,0.0,,,,,,,,,10.0,4.0,6.6,1.0,,0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,
13472695,home,Cruzeiro,Léo Aragão,leo-aragao,L. Aragão,G,41,192,775,M,,1488035,EUR,1019174400,G,41,41,True,,,,,,,,,,,,,,,,,,,0,,Leonardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,home,Cruzeiro,Jonathan Jesus,jonathan,J. Jesus,D,34,187,1356,M,,1498670,EUR,1085616000,D,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,home,Cruzeiro,Mateo Gamarra,gamarra-mateo,M. Gamarra,D,14,185,727,M,,1085451,EUR,972000000,D,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,home,Cruzeiro,Japa,joao-wellington-japa,Japa,M,77,177,1249,M,,1459623,EUR,1073001600,M,77,77,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,home,Cruzeiro,Marquinhos,marquinhos,Marquinhos,M,7,175,4094,M,_marquinhos011,1116954,EUR,1049673600,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,home,Cruzeiro,Kaique Kenji,kenji,K. Kenji,M,70,178,1279,M,,1647579,EUR,1138579200,F,70,70,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,home,Cruzeiro,Walace,walace,Walace,M,5,188,1459,M,,553686,EUR,796953600,M,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,home,Cruzeiro,Yannick Bolasie,yannick-bolasie,Y. Bolasie,F,11,185,3708,M,,46620,EUR,611971200,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,away,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,,33132,EUR,614563200,G,23,23,False,23.0,17.0,8.0,2.0,0.0,17.0,19.0,4.0,2.0,8.0,5.0,6.0,1.0,90.0,38.0,7.9,6.0,3.739e-05,0,0.6426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
13472695,away,São Paulo,Nahuel Ferraresi,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,,881215,EUR,911433600,D,32,32,False,47.0,43.0,8.0,5.0,0.0,27.0,27.0,20.0,3.0,3.0,,,,90.0,68.0,7.1,10.0,0.0118039,2,,,,16.0,3.0,,,3.0,,6.0,,2.0,2.0,,,,2.0,,2.0,0.0559,,,,,,1.0,,2.0,,,,
13472695,away,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,,875402,EUR,844992000,D,28,28,False,42.0,38.0,3.0,2.0,0.0,34.0,35.0,7.0,1.0,6.0,,,,90.0,48.0,6.8,4.0,0.00766589,0,,,,4.0,,,,,,3.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,
13472695,away,São Paulo,Sabino,sabino,Sabino,D,35,185,1662,M,,975118,EUR,846201600,D,35,35,False,64.0,57.0,5.0,1.0,0.0,36.0,38.0,26.0,8.0,7.0,,,,90.0,82.0,7.2,7.0,0.00959403,2,,,,21.0,,,3.0,3.0,5.0,6.0,1.0,,,,,,3.0,2.0,,0.045,,,1.0,,1.0,1.0,,1.0,2.0,,,
13472695,away,São Paulo,Cédric Soares,cedric-soares,C. Soares,M,6,172,2813,M,,44760,EUR,683596800,M,6,6,False,51.0,32.0,6.0,1.0,0.0,17.0,24.0,27.0,1.0,5.0,,,,90.0,88.0,6.8,34.0,0.274873,0,,,,15.0,11.0,1.0,1.0,2.0,6.0,7.0,1.0,,,1.0,,,2.0,4.0,,,,1.0,1.0,,,1.0,3.0,,1.0,,,
13472695,away,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,,1120721,EUR,1010620800,M,29,29,False,58.0,56.0,2.0,2.0,0.0,27.0,27.0,31.0,1.0,4.0,,,,83.0,66.0,6.9,4.0,0.0231715,0,,Pablo Maia,,29.0,,,,1.0,3.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,
13472695,away,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,,1015261,EUR,991958400,M,21,21,False,60.0,57.0,7.0,7.0,0.0,20.0,20.0,40.0,,2.0,,,,90.0,74.0,7.8,4.0,0.0649388,1,,,,37.0,,,,,2.0,5.0,1.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,0.015,0.0617,1.0,2.0,,,1.0,,,1.0,,,1.0
13472695,away,São Paulo,Patryck,patryck,Patryck,D,30,180,1405,M,,1002528,EUR,1042848000,M,36,36,False,33.0,28.0,2.0,1.0,0.0,12.0,14.0,19.0,1.0,1.0,,,,83.0,59.0,6.9,15.0,0.0404139,2,,,,16.0,7.0,2.0,1.0,1.0,4.0,3.0,,,,,,,1.0,1.0,2.0,0.1413,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,
13472695,away,São Paulo,Rodriguinho,rodriguinho,Rodriguinho,M,15,185,1942,M,,1200730,EUR,1079395200,F,15,15,False,42.0,36.0,1.0,,0.0,6.0,7.0,35.0,,2.0,,,,90.0,58.0,7.1,12.0,0.03676,2,,Rodriguinho,,30.0,2.0,,,,4.0,3.0,2.0,2.0,2.0,,,,2.0,1.0,3.0,0.0505,,2.0,1.0,,2.0,,1.0,,1.0,,,
13472695,away,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,luciano10,282557,EUR,737683200,F,10,10,False,12.0,10.0,2.0,1.0,0.0,5.0,6.0,6.0,,2.0,,,,78.0,20.0,6.8,4.0,0.00985703,1,,,,5.0,,,1.0,1.0,2.0,3.0,1.0,,,,1.0,,,1.0,2.0,0.0167,0.1351,,,,,1.0,,,1.0,,,
13472695,away,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,,998499,EUR,883526400,F,11,11,False,28.0,23.0,1.0,,0.0,7.0,8.0,20.0,1.0,4.0,,,,78.0,45.0,6.8,13.0,0.0725903,1,,,,16.0,1.0,,,,8.0,5.0,2.0,2.0,2.0,,,,,,3.0,0.0282,,1.0,2.0,,,3.0,4.0,1.0,,,,
13472695,away,São Paulo,Juan Dinenno,juan-dinenno,J. Dinenno,F,19,186,2673,M,,350082,EUR,778032000,F,19,19,True,3.0,3.0,,,0.0,,,3.0,,1.0,,,,12.0,7.0,7.3,,0.00067692,3,,,,3.0,,,,2.0,1.0,3.0,1.0,,,,3.0,,,,,0.566,0.8585,,,2.0,,1.0,,,,,,
13472695,away,São Paulo,Gonzalo Tapia,tapia-gonzalo,G. Tapia,F,14,178,4048,M,,1002947,EUR,1014336000,F,14,14,True,7.0,7.0,,,0.0,,,7.0,,,,,,12.0,8.0,6.6,1.0,0.00383534,0,,,,7.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13472695,away,São Paulo,Wendell,wendell,Wendell,D,18,176,3255,M,,335033,EUR,743126400,D,18,18,True,3.0,3.0,,,0.0,1.0,1.0,2.0,,,,,,14.0,4.0,6.6,,0.00144696,0,,,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
13472695,away,São Paulo,Henrique Carmo,henrique,Henrique,M,37,178,1458,M,,1807899,EUR,1163030400,F,37,37,True,6.0,5.0,,,0.0,1.0,1.0,5.0,,1.0,,,,14.0,12.0,6.3,4.0,0.00542475,0,,Henrique,,4.0,1.0,1.0,1.0,,3.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,
13472695,away,São Paulo,Young,young,Young,G,50,201,1659,M,,1116957,EUR,1015459200,G,50,50,True,,,,,,,,,,,,,,,,,,,0,,Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,away,São Paulo,Maik,maik,Maik,D,42,175,1422,M,,2035326,EUR,1104710400,D,42,42,True,,,,,,,,,,,,,,,,,,,0,,Maik,Gomes Viegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,away,São Paulo,Igão,igor-odoni-gomes,Igão,D,34,187,641,M,,1637906,EUR,1187481600,D,34,34,True,,,,,,,,,,,,,,,,,,,0,,Igão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,away,São Paulo,Nicolas Bosshardt,nicolas-bosshardt,Nicolas,D,56,176,459,M,,1892395,EUR,1175990400,D,56,56,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,away,São Paulo,Lucca,lucca,Lucca,M,45,176,1626,M,,2162243,EUR,1181779200,F,45,45,True,,,,,,,,,,,,,,,,,,,0,,Lucca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,away,São Paulo,Felipe Negrucci,felipe-negrucci,F. Negrucci,M,43,180,1098,M,,1485598,EUR,1084492800,M,43,43,True,,,,,,,,,,,,,,,,,,,0,,Felipe Negrucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472695,away,São Paulo,Luan Santos,luan-santos,Luan,M,33,173,2976,M,,942426,EUR,926640000,M,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
