match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_clearanceOffLine,stat_fouls,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,player_firstName,player_lastName,stat_goodHighClaim,player_sofascoreId
11396255,home,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,F,29,29,False,14.0,11.0,,,,1.0,11.0,15.0,2.0,,,5.0,2.0,,2.0,1.0,,5.0,,,,60.0,29.0,6.7,12.0,0.0971716,1.0,1,,2.0,2.0,,,,,,,,1.0,0.024,,,1.0,,,4.0,,,,1.0,,,,
11396255,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,True,14.0,8.0,,,3.0,3.0,5.0,11.0,,,6.0,3.0,7.0,,1.0,1.0,,1.0,,,,45.0,18.0,7.0,6.0,0.0627722,1.0,2,,1.0,,,1.0,,,,,,,0.1098,,,1.0,,2.0,,,,,,,,,
11396255,home,VfL Bochum 1848,Lukas Daschner,lukas-daschner,L. Daschner,M,10,185,114,M,877297,EUR,907200000,M,13,13,True,18.0,11.0,,,2.0,2.0,9.0,16.0,,,,1.0,2.0,,1.0,1.0,,,,,,30.0,22.0,6.9,8.0,0.0368071,2.0,0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
11396255,home,VfL Bochum 1848,Gonçalo Paciência,goncalo-paciencia,G. Paciência,F,39,184,1129,M,138890,EUR,775699200,F,9,9,True,4.0,3.0,,,,,3.0,4.0,,,2.0,3.0,3.0,,,,1.0,1.0,,,,30.0,13.0,6.8,4.0,0.0115155,,3,,1.0,2.0,1.0,1.0,,,,,,1.0,0.0904,0.2035,,1.0,,,,,,,,,,,
11396255,home,VfL Bochum 1848,Hugo Rolleke,rolleke-hugo,H. Rölleke,G,38,204,21,M,1634275,EUR,1115337600,G,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396255,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396255,home,VfL Bochum 1848,Noah Loosli,noah-loosli,N. Loosli,D,20,185,73,M,789138,EUR,853977600,D,41,41,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396255,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396255,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396255,home,VfL Bochum 1848,Agon Elezi,agon-elezi,A. Elezi,M,20,178,208,M,995719,EUR,983404800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396255,away,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,39.0,19.0,35.0,15.0,10.0,14.0,9.0,25.0,,,1.0,,1.0,,,,1.0,21.0,3.0,6.0,1.0,90.0,55.0,8.2,20.0,0.00653429,,0,0.6241,,,,,,,,,,,,,,,,,,,,,,,,2.0,
11396255,away,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,32.0,13.0,9.0,2.0,9.0,15.0,5.0,20.0,3.0,1.0,3.0,9.0,6.0,2.0,,,7.0,8.0,,,,90.0,70.0,7.0,30.0,0.0930769,,1,,6.0,1.0,,,,2.0,1.0,3.0,1.0,1.0,0.2456,,,1.0,,,2.0,,,,,,,,
11396255,away,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,21.0,11.0,6.0,,10.0,14.0,1.0,7.0,,,4.0,3.0,6.0,1.0,,,7.0,3.0,,,,75.0,36.0,7.0,10.0,0.00013422,,0,,,,,,,3.0,,2.0,2.0,,,,,,,2.0,,,,,,,,,
11396255,away,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,29.0,25.0,3.0,2.0,23.0,26.0,2.0,3.0,,,,1.0,1.0,,,,10.0,3.0,,,,90.0,44.0,7.0,5.0,0.00388419,,0,,,,,,,1.0,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,,
11396255,away,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,23.0,16.0,9.0,4.0,8.0,9.0,8.0,18.0,4.0,,,3.0,4.0,1.0,,,3.0,1.0,,,,90.0,43.0,6.9,13.0,0.00373809,1.0,0,,1.0,1.0,,,,1.0,,4.0,4.0,,,,,,,,,True,,,,,,,
11396255,away,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,28.0,18.0,3.0,2.0,10.0,12.0,8.0,16.0,,,2.0,5.0,5.0,,3.0,2.0,1.0,2.0,,,,90.0,42.0,7.1,13.0,0.0123841,1.0,1,,3.0,,1.0,,1.0,,,1.0,1.0,,0.174,0.9869,,,,1.0,1.0,,,,,,,,
11396255,away,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,30.0,25.0,1.0,,15.0,18.0,10.0,12.0,,,3.0,12.0,8.0,3.0,1.0,1.0,4.0,6.0,,,,90.0,45.0,6.7,6.0,0.00760141,,0,,7.0,1.0,,,,1.0,2.0,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,
11396255,away,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,21.0,17.0,3.0,1.0,8.0,8.0,9.0,14.0,1.0,,,5.0,7.0,,2.0,1.0,,3.0,,,,89.0,40.0,7.4,10.0,0.567042,1.0,2,,4.0,,1.0,1.0,,,2.0,3.0,1.0,3.0,0.1011,0.0243,,,,,3.0,,1.0,1.0,,,,,doanritsu
11396255,away,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,22.0,14.0,6.0,4.0,7.0,10.0,7.0,15.0,3.0,,2.0,1.0,3.0,,,,3.0,3.0,,,,69.0,34.0,6.9,13.0,0.0144244,,1,,,1.0,,1.0,,,1.0,1.0,,,0.0281,,,,,,1.0,,,,1.0,,,,
11396255,away,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,19.0,10.0,,,7.0,11.0,3.0,9.0,1.0,,2.0,13.0,6.0,2.0,,,2.0,1.0,,,,75.0,31.0,8.3,11.0,0.00633611,2.0,1,,11.0,,1.0,,1.0,1.0,,2.0,1.0,2.0,0.4102,0.5594,,,,,,,1.0,1.0,,,,,
11396255,away,SC Freiburg,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8489,M,355088,EUR,864259200,F,22,22,False,13.0,9.0,,,7.0,8.0,3.0,7.0,2.0,1.0,2.0,3.0,6.0,,2.0,2.0,,2.0,,,,69.0,22.0,7.0,6.0,0.219374,,2,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,0.0928,0.0253,,,,2.0,1.0,,,,2.0,,,,rolandsallai
11396255,away,SC Freiburg,Florent Muslija,florent-muslija,F. Muslija,M,24,172,810,M,882019,EUR,899683200,M,23,23,True,11.0,7.0,1.0,1.0,4.0,5.0,3.0,7.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,,,,21.0,16.0,6.7,6.0,0.0296954,,0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,
11396255,away,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,True,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,,,1.0,7.0,2.0,,2.0,1.0,,1.0,,,,21.0,11.0,6.7,4.0,0.0408447,1.0,1,,3.0,1.0,1.0,,,,,,,,0.3533,,1.0,,,2.0,1.0,,,,,,,,
11396255,away,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,True,8.0,6.0,1.0,,5.0,5.0,1.0,3.0,,,1.0,3.0,1.0,,,,3.0,3.0,,,,15.0,15.0,6.8,2.0,0.00042023,,0,,2.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,
11396255,away,SC Freiburg,Merlin Röhl,merlin-rohl,M. Röhl,M,34,191,736,M,1064082,EUR,1025827200,M,34,34,True,6.0,5.0,,,2.0,2.0,5.0,6.0,2.0,2.0,1.0,3.0,2.0,,,,2.0,3.0,,,,15.0,14.0,6.6,2.0,0.0665982,,0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
11396255,away,SC Freiburg,Yannik Keitel,yannik-keitel,Y. Keitel,M,14,186,246,M,877842,EUR,950572800,M,14,14,True,5.0,4.0,,,1.0,1.0,3.0,4.0,,,2.0,,2.0,,,,,,,,,1.0,5.0,,1.0,0.0148385,1.0,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11396255,away,SC Freiburg,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396255,away,SC Freiburg,Attila Szalai,attila-szalai,A. Szalai,D,41,192,2460,M,823092,EUR,885254400,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396255,away,SC Freiburg,Maximilian Philipp,maximilian-philipp,M. Philipp,F,26,184,492,M,171927,EUR,762480000,F,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396255,away,SC Freiburg,Junior Adamu,chukwubuike-adamu,J. Adamu,F,9,183,1129,M,902381,EUR,991785600,F,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
