match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_shotOffTarget,stat_penaltyWon,stat_expectedGoals,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_dispossessed,stat_lastManTackle,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_goals,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyConceded,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_bigChanceCreated,stat_hitWoodwork
11396310,home,FC Augsburg,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,467,M,822340,EUR,868406400,F,21,21,False,8.0,3.0,,,1.0,2.0,2.0,6.0,1.0,1.0,,62.0,11.0,6.5,5.0,0.00262684,0,,,,,2.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11396310,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,D,3,3,True,12.0,9.0,,,3.0,4.0,7.0,11.0,1.0,1.0,,28.0,35.0,7.4,8.0,0.0517345,0,,,3.0,1.0,1.0,,1.0,6.0,,4.0,,1.0,,,,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11396310,home,FC Augsburg,Arne Engels,engels-arne,A. Engels,M,27,185,1608,M,1001867,EUR,1062979200,M,27,27,True,10.0,8.0,1.0,1.0,2.0,2.0,6.0,12.0,,2.0,,28.0,18.0,6.6,8.0,0.00645175,0,,,4.0,,,,3.0,2.0,,2.0,1.0,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
11396310,home,FC Augsburg,Dion Drena Beljo,dion-drena-beljo,D. D. Beljo,F,9,195,3455,M,995773,EUR,1014940800,F,7,7,True,9.0,8.0,,,,,8.0,9.0,1.0,1.0,,28.0,12.0,6.7,1.0,0.0593406,1,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,0.42,,,,,,1.0,1.0,0.766,,,,1.0,,,,,,,,
11396310,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,True,6.0,4.0,,,3.0,5.0,2.0,2.0,,1.0,,15.0,8.0,6.5,2.0,0.0177817,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396310,home,FC Augsburg,Sven Michel,sven-michel,S. Michel,F,11,178,166,M,246431,EUR,648000000,F,20,20,True,2.0,,,,,,,3.0,,,,10.0,5.0,5.8,4.0,,1,,,1.0,,1.0,1.0,3.0,1.0,,,,,,,1.0,,,,,,,0.7884,,,,1.0,,1.0,,0.986,,,,1.0,1.0,,,,,,,
11396310,home,FC Augsburg,Tomáš Koubek,tomas-koubek,T. Koubek,G,40,198,89,M,124294,EUR,714787200,G,40,40,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396310,home,FC Augsburg,Patric Pfeiffer,patric-pfeiffer,P. Pfeiffer,D,6,195,273,M,930135,EUR,935107200,D,5,5,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396310,home,FC Augsburg,Robert Gumny,robert-gumny,R. Gumny,D,20,182,1253,M,834986,EUR,896918400,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396310,home,FC Augsburg,Tim Breithaupt,tim-breithaupt,T. Breithaupt,M,6,192,115,M,1049177,EUR,1013040000,M,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396310,away,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,8959,EUR,512265600,G,1,1,False,37.0,30.0,13.0,6.0,29.0,33.0,1.0,4.0,2.0,11.0,5.0,90.0,55.0,7.7,7.0,0.00023886,0,1.4658,,,,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,MNeuer,True,,,,1.0,2.0,5.0,1.0,2.0,,
11396310,away,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,246999,EUR,756518400,D,22,22,False,100.0,90.0,5.0,5.0,48.0,52.0,43.0,51.0,1.0,5.0,,90.0,117.0,7.0,14.0,0.128015,1,,,3.0,1.0,,1.0,3.0,4.0,,1.0,,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.0447,,,,1.0,,,,,raphaelguerreiro14,,,,,,,,,,,
11396310,away,FC Bayern München,Matthijs de Ligt,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,803031,EUR,934416000,D,4,4,False,54.0,51.0,1.0,1.0,42.0,42.0,9.0,13.0,7.0,1.0,,90.0,70.0,6.9,5.0,0.00246086,0,,,1.0,,2.0,4.0,2.0,5.0,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,mdeligt,,,,,,,,,,,
11396310,away,FC Bayern München,Eric Dier,eric-dier,E. Dier,D,3,191,4303,M,146101,EUR,758592000,D,15,15,False,55.0,52.0,9.0,8.0,43.0,44.0,9.0,11.0,4.0,1.0,,90.0,63.0,6.7,4.0,0.00601506,0,,,,,,1.0,,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,ericdier,,,,,,,,,,,
11396310,away,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,843665,EUR,973123200,D,19,19,False,71.0,62.0,2.0,,41.0,46.0,21.0,25.0,2.0,10.0,,90.0,90.0,7.1,13.0,0.0524061,1,,,,,,,3.0,2.0,,1.0,1.0,,,,1.0,3.0,1.0,3.0,1.0,,,0.0524,,,,,,1.0,,0.2607,ADavies19,,1.0,,,,,,,,,
11396310,away,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,1142251,EUR,1083542400,M,45,45,False,49.0,47.0,4.0,4.0,30.0,32.0,17.0,17.0,2.0,1.0,,89.0,64.0,7.1,8.0,0.0197941,1,,,,,2.0,,7.0,3.0,,2.0,3.0,1.0,,,2.0,1.0,,1.0,1.0,,,0.4907,,,,2.0,,1.0,,0.9675,alekspavlovic_,,1.0,,,,,,,,,
11396310,away,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,184661,EUR,792028800,M,8,8,False,58.0,46.0,13.0,6.0,26.0,30.0,20.0,28.0,4.0,4.0,,90.0,70.0,6.8,13.0,0.0330184,1,,1.0,,,4.0,3.0,5.0,3.0,,,,,,1.0,,1.0,,,,1.0,,0.103,,,,,,,,,leon_goretzka,,,,,,,,,,,
11396310,away,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41295,M,293519,EUR,821318400,M,10,10,False,44.0,36.0,3.0,2.0,12.0,13.0,25.0,32.0,,6.0,,89.0,57.0,7.4,16.0,0.264067,1,,,1.0,1.0,,1.0,8.0,4.0,,,3.0,,2.0,4.0,2.0,5.0,3.0,,,,,0.0384,,,,2.0,,1.0,1.0,0.0296,LeroySane,,,,,,,,,,1.0,
11396310,away,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,1010231,EUR,1046217600,M,42,42,False,39.0,27.0,,,6.0,10.0,22.0,31.0,,5.0,,89.0,72.0,7.6,23.0,0.178737,1,,,2.0,1.0,,,8.0,15.0,,3.0,4.0,3.0,2.0,3.0,,12.0,9.0,2.0,,,,0.0302,1.0,,,3.0,,,,,Bambi,,,,,,,,,,,
11396310,away,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,280441,EUR,834624000,M,11,11,False,8.0,7.0,1.0,1.0,5.0,6.0,2.0,2.0,,1.0,,26.0,11.0,6.8,1.0,0.00624825,1,,,,,,1.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,0.0402,1.0,,,,,,,,KingComan,,,,,,,,,,,
11396310,away,FC Bayern München,Harry Kane,harry-kane,H. Kane,F,9,188,299741,M,108579,EUR,743817600,F,9,9,False,11.0,8.0,4.0,3.0,3.0,4.0,5.0,7.0,1.0,,,90.0,24.0,7.3,7.0,0.0187816,3,,,,,,,4.0,3.0,,1.0,2.0,2.0,1.0,,2.0,1.0,,,,1.0,,0.8944,1.0,,,,,1.0,,0.8844,HurriKane,,1.0,,,,,,,,,
11396310,away,FC Bayern München,Mathys Tel,mathys-tel,M. Tel,F,11,183,11316,M,1048888,EUR,1114560000,F,39,39,True,25.0,21.0,3.0,3.0,10.0,11.0,11.0,14.0,2.0,3.0,,64.0,41.0,6.7,9.0,0.0308272,3,,,,,1.0,1.0,3.0,2.0,,,4.0,1.0,1.0,,,1.0,,1.0,,2.0,,0.6329,1.0,,,,,,,,m.tel14,,,1.0,,,,,,,,1.0
11396310,away,FC Bayern München,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,E. M. Choupo-Moting,F,13,191,7877,M,21626,EUR,606614400,F,13,13,True,,,,,,,,,,,,10.0,,6.4,,,0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,Choupo,,,,,,,,,,,
11396310,away,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,35166,EUR,621648000,F,25,25,True,5.0,3.0,1.0,,2.0,2.0,1.0,3.0,,1.0,,10.0,6.0,5.3,2.0,0.00011322,0,,,,,,,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,esmuellert,,,,,1.0,,,,,,
11396310,away,FC Bayern München,Lovro Zvonarek,lovro-zvonarek,L. Zvonarek,M,14,180,2057,M,1120914,EUR,1115510400,M,34,34,True,,,,,,,,,1.0,,,1.0,1.0,,,,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396310,away,FC Bayern München,Sven Ulreich,sven-ulreich,S. Ulreich,G,26,192,2973,M,26768,EUR,586569600,G,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396310,away,FC Bayern München,Adam Aznou,adam-aznou,A. Aznou,D,39,178,13377,M,1466124,EUR,1149206400,D,44,44,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Adam Aznou,,,,,,,adamaznou,,,,,,,,,,,
11396310,away,FC Bayern München,Frans Krätzig,frans-kratzig,F. Krätzig,M,13,177,2029,M,1142249,EUR,1042502400,M,41,41,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
